transaction_id,transaction_date,store_id,product_id,customer_id,quantity,unit_price,discount_pct,gross_amount,net_amount,payment_method
TXN0045113,11/21/2024 9:16,S007,P0002,LC005096,1,81.75,0,81.75,81.75,Cash
TXN0002977,12/24/2024 18:00,S019,P0058,LC005308,5,125.25,0,626.25,626.25,Cash
TXN0004385,2/1/2024 12:37,S016,P0085,no customer id,3,97.5,0,292.5,292.5,Cash
TXN0017686,8/21/2024 17:06,S005,P0002,LC005940,1,81.75,0,81.75,81.75,Card
TXN0028852,6/2/2025 13:35,S001,P0084,no customer id,1,203.5,10,203.5,183.15,Cash
TXN0024659,9/27/2024 0:00,S020,P0100,LC002605,1,190.5,0,190.5,190.5,Gcash
TXN0023853,12/25/2024 15:37,S018,P0064,LC000161,8,116.25,0,930,930,Cash
TXN0009413,2/18/2024 11:22,S007,P0059,LC005441,12,55.75,5,669,635.55,Cash
TXN0028935,4/26/2025 10:02,S023,P0014,LC001654,5,49.75,0,248.75,248.75,Card
TXN0003799,3/12/2025 0:00,S002,P0033,no customer id,2,169.75,0,339.5,339.5,Credit Card
TXN0039212,9/29/2024 0:00,S016,P0114,LC002624,12,235.25,0,2823,2823,Cash
TXN0001328,3/17/2024 0:00,S023,P0099,LC003262,2,66,0,132,132,Credit Card
TXN0000114,9/8/2024 0:00,S019,P0113,LC003151,3,380.25,10,1140.75,1026.67,G-Cash
TXN0015594,12/24/2024 20:48,S013,P0119,LC003947,2,354.75,0,709.5,709.5,Gcash
TXN0023384,4/3/2024 0:00,S022,P0013,LC005208,6,55,0,330,330,Maya
TXN0001848,1/7/2024 0:00,S007,P0007,no customer id,3,29,15,87,73.95,Cash
TXN0038307,12/4/2025 7:21,S001,P0091,LC003530,2,193.25,5,386.5,367.17,G-Cash
TXN0017794,6/4/2024 17:23,S023,P0015,LC005885,1,92,0,92,92,Cash
TXN0029626,5/27/2025 7:48,S014,P0105,LC000012,1,50,0,50,50,Cash
TXN0010357,12/21/2025 18:58,S006,P0024,no customer id,1,33.5,5,33.5,31.82,Card
TXN0049495,2/19/2024 13:18,S002,P0067,no customer id,6,25,0,150,150,Cash
TXN0022674,4/13/2025 18:25,S006,P0118,LC004904,10,152.75,0,1527.5,1527.5,Gcash
TXN0031214,12/27/2025 14:26,S020,P0004,no customer id,3,58.75,0,176.25,176.25,Cash
TXN0040324,5/25/2025 0:00,S020,P0006,LC004200,1,37.5,0,37.5,37.5,Gcash
TXN0034884,1/3/2025 0:00,S020,P0040,LC002051,8,105,0,840,840,Gcash
TXN0005811,10/11/2025 20:12,S010,P0070,LC002967,8,111.5,20,892,713.6,Cash
TXN0047545,5/27/2024 20:45,S017,P0047,LC003933,1,39.25,0,39.25,39.25,Cash
TXN0046745,10/2/2024 10:17,S009,P0007,LC005426,2,29,0,58,58,Cash
TXN0007363,12/19/2025 0:00,S015,P0080,LC000048,12,124.75,0,1497,1497,Cash
TXN0007509,4/23/2024 21:37,S014,P0033,LC004815,6,169.75,0,1018.5,1018.5,Gcash
TXN0020747,3/25/2025 7:02,S024,P0120,LC003140,2,216.75,0,433.5,433.5,Cash
TXN0010125,3/25/2024 0:00,S010,P0073,LC001821,6,47.5,0,285,285,Cash
TXN0030222,7/22/2024 0:00,S001,P0084,LC002836,3,203.5,0,610.5,610.5,Maya
TXN0003556,9/14/2024 10:18,S015,P0080,LC003225,2,124.75,0,249.5,249.5,Maya
TXN0028258,8/12/2025 14:42,S002,P0111,LC003129,12,212,0,2544,2544,Cash 
TXN0011723,6/13/2025 11:17,S014,P0109,LC004956,6,225.5,0,1353,1353,Cash 
TXN0030299,11/11/2025 0:00,S002,P0080,no customer id,2,124.75,5,249.5,237.02,Gcash
TXN0039294,4/9/2024 0:00,S017,P0040,LC000677,2,105,0,210,210,Cash
TXN0003437,1/17/2025 0:00,S019,P0083,no customer id,1,95.5,5,95.5,90.72,Cash 
TXN0038597,12/5/2024 0:00,S014,P0044,LC000391,1,263.75,20,263.75,211,Cash
TXN0024914,10/21/2024 20:53,S001,P0012,no customer id,3,58.25,0,174.75,174.75,Cash 
TXN0049051,3/30/2025 14:49,S012,P0037,LC003257,2,26,0,52,52,Gcash
TXN0041052,12/4/2024 0:00,S008,P0076,LC003607,5,98.5,0,492.5,492.5,Cash 
TXN0012212,9/12/2025 17:31,S001,P0035,no customer id,2,264.75,10,529.5,476.55,Cash
TXN0029231,2/15/2025 16:21,S020,P0021,LC001174,6,40.5,0,243,243,Card
TXN0019191,6/3/2025 17:39,S005,P0033,LC005177,2,169.75,5,339.5,322.52,Gcash
TXN0012612,2/7/2024 15:01,S019,P0009,LC002883,2,72.75,0,145.5,145.5,Gcash
TXN0030798,5/16/2025 0:00,S019,P0010,no customer id,1,24.5,5,24.5,23.27,Cash
TXN0010745,7/10/2024 16:24,S022,P0001,LC004489,10,74.75,0,747.5,747.5,Cash
TXN0023441,10/5/2024 17:26,S022,P0020,LC001680,3,45.25,0,135.75,135.75,Gcash
TXN0027777,7/25/2024 14:56,S024,P0113,LC001345,2,380.25,0,760.5,760.5,Cash
TXN0017055,11/20/2024 19:06,S020,P0007,LC003108,4,29,10,116,104.4,Cash
TXN0018297,11/18/2025 12:10,S020,P0031,LC001334,3,255,0,765,765,Gcash
TXN0017864,6/14/2025 19:36,S023,P0063,no customer id,6,129,0,774,774,Cash
TXN0010946,7/18/2025 8:37,S012,P0007,no customer id,1,29,0,29,29,Gcash
TXN0001046,10/22/2025 14:46,S006,P0100,LC005661,3,190.5,0,571.5,571.5,Cash
TXN0015951,3/18/2025 20:35,S003,P0080,LC002352,8,124.75,10,998,898.2,Paymaya
TXN0041424,2/2/2025 0:00,S007,P0057,LC004091,10,114.5,0,1145,1145,Cash
TXN0043750,9/3/2024 0:00,S008,P0038,LC001471,3,73.25,15,219.75,186.79,Gcash
TXN0020842,8/11/2025 15:33,S020,P0089,LC002831,2,83.25,0,166.5,166.5,Cash 
TXN0013708,11/25/2025 0:00,S020,P0034,LC003484,6,26,15,156,132.6,Gcash
TXN0013870,8/17/2024 0:00,S016,P0032,no customer id,2,27.75,0,55.5,55.5,Cash
TXN0002646,12/13/2024 17:00,S020,P0007,no customer id,1,29,5,29,27.55,G-Cash
TXN0030363,8/30/2025 8:13,S016,P0055,LC001991,2,56,0,112,112,Gcash
TXN0031644,12/13/2024 0:00,S012,P0003,LC002138,6,95,0,570,570,Cash
TXN0045649,8/28/2025 0:00,S020,P0100,no customer id,2,190.5,0,381,381,Maya
TXN0019502,12/26/2024 0:00,S014,P0027,LC000178,1,41.75,5,41.75,39.66,G-Cash
TXN0018266,4/21/2025 0:00,S005,P0107,LC005192,5,45.75,20,228.75,183,Cash
TXN0010494,9/29/2024 13:49,S003,P0020,LC004571,4,45.25,0,181,181,G-Cash
TXN0018163,1/27/2024 18:38,S003,P0042,LC001287,2,290,15,580,493,Cash
TXN0017394,2/10/2025 0:00,S004,P0089,LC002367,6,83.25,0,499.5,499.5,Cash
TXN0006785,10/8/2024 9:19,S001,P0050,LC005297,10,51.5,5,515,489.25,Gcash
TXN0019691,4/5/2024 17:23,S001,P0002,LC003304,1,81.75,0,81.75,81.75,G-Cash
TXN0027171,6/24/2025 16:59,S024,P0073,LC002575,2,47.5,0,95,95,Cash
TXN0027990,12/11/2025 15:11,S008,P0084,LC005539,5,203.5,0,1017.5,1017.5,Gcash
TXN0019646,3/15/2025 0:00,S020,P0019,no customer id,3,39.5,0,118.5,118.5,Gcash
TXN0016882,2/21/2025 11:02,S001,P0007,LC000127,12,29,0,348,348,Gcash
TXN0033129,12/19/2025 22:32,S001,P0038,no customer id,2,73.25,0,146.5,146.5,Cash 
TXN0008153,5/8/2025 0:00,S015,P0119,no customer id,3,354.75,15,1064.25,904.61,Cash 
TXN0023774,3/31/2025 10:28,S016,P0106,LC002759,10,257,10,2570,2313,Paymaya
TXN0006855,2/15/2025 18:06,S002,P0037,LC000482,5,26,5,130,123.5,Gcash
TXN0004617,9/12/2024 11:58,S010,P0120,LC005599,3,216.75,5,650.25,617.74,Cash 
TXN0025929,5/7/2025 0:00,S010,P0107,LC004876,1,45.75,0,45.75,45.75,Maya
TXN0010364,12/13/2024 0:00,S020,P0108,LC003953,2,55.75,0,111.5,111.5,Gcash
TXN0022561,12/19/2024 15:17,S007,P0116,no customer id,3,78.75,0,236.25,236.25,Maya
TXN0019748,12/17/2025 9:16,S023,P0061,no customer id,8,170,5,1360,1292,Credit Card
TXN0003816,11/27/2024 12:43,S020,P0085,no customer id,3,97.5,10,292.5,263.25,Cash
TXN0012475,8/30/2024 22:03,S015,P0114,no customer id,1,235.25,0,235.25,235.25,Cash
TXN0031799,7/11/2025 15:54,S008,P0018,LC000022,1,50,0,50,50,Gcash
TXN0016728,11/27/2024 15:56,S009,P0046,LC004018,1,51.5,0,51.5,51.5,Gcash
TXN0026601,2/6/2025 0:00,S020,P0104,no customer id,2,247.25,10,494.5,445.05,Gcash
TXN0029698,5/9/2025 0:00,S014,P0018,LC001997,8,50,0,400,400,Card
TXN0049807,1/11/2025 17:57,S001,P0076,LC000919,4,98.5,0,394,394,Cash 
TXN0025553,1/22/2024 0:00,S020,P0086,no customer id,5,68.5,0,342.5,342.5,Cash
TXN0013363,8/29/2025 20:27,S001,P0085,LC005756,1,97.5,0,97.5,97.5,Maya
TXN0033300,10/11/2024 0:00,S022,P0091,LC002650,10,193.25,0,1932.5,1932.5,Maya
TXN0022383,10/12/2024 11:53,S005,P0051,LC000421,4,47.5,0,190,190,Cash 
TXN0006988,12/29/2025 11:36,S009,P0009,no customer id,4,72.75,0,291,291,Cash 
TXN0002061,2/12/2025 18:34,S021,P0074,no customer id,10,46.5,0,465,465,Cash
TXN0019599,8/30/2025 17:26,S021,P0107,LC002997,1,45.75,0,45.75,45.75,Gcash
TXN0026999,3/21/2025 0:00,S003,P0068,LC003520,2,39.5,0,79,79,Cash
TXN0011252,5/30/2024 22:01,S016,P0005,no customer id,1,56.75,10,56.75,51.08,Maya
TXN0009823,2/27/2024 16:12,S018,P0027,no customer id,3,41.75,5,125.25,118.99,Cash
TXN0025386,2/5/2025 21:58,S024,P0037,no customer id,3,26,5,78,74.1,Cash 
TXN0032858,5/12/2024 18:37,S014,P0095,LC003614,2,127.75,0,255.5,255.5,G-Cash
TXN0025851,2/17/2024 14:39,S006,P0063,no customer id,94,129,15,12126,10307.1,Gcash
TXN0037208,2/20/2024 17:17,S010,P0100,LC004821,10,190.5,15,1905,1619.25,Gcash
TXN0005284,8/3/2025 18:47,S017,P0007,LC000174,2,29,0,58,58,Gcash
TXN0003794,5/20/2024 12:30,S014,P0036,LC001372,2,53.25,0,106.5,106.5,Cash
TXN0018176,9/14/2025 16:34,S002,P0096,LC002532,3,203,0,609,609,Cash
TXN0005538,2/12/2025 8:27,S022,P0089,no customer id,12,83.25,0,999,999,Cash 
TXN0022288,5/18/2025 0:00,S006,P0060,no customer id,2,63.75,0,127.5,127.5,Cash
TXN0013938,11/16/2024 0:00,S016,P0007,no customer id,1,29,0,29,29,Card
TXN0002982,12/17/2024 0:00,S016,P0010,LC000463,8,24.5,0,196,196,Cash
TXN0006923,8/4/2025 0:00,S013,P0096,LC001639,2,203,0,406,406,Cash
TXN0001403,8/23/2025 12:29,S018,P0115,no customer id,10,86.25,0,862.5,862.5,Gcash
TXN0039060,2/24/2024 19:12,S014,P0085,LC001978,2,97.5,0,195,195,Cash
TXN0024218,4/21/2025 0:00,S011,P0052,LC001515,12,65.25,0,783,783,Cash
TXN0032999,10/20/2024 0:00,S016,P0058,LC001236,8,125.25,0,1002,1002,Card
TXN0026966,11/4/2025 18:57,S002,P0058,LC003507,4,125.25,5,501,475.95,Gcash
TXN0011419,5/14/2024 11:37,S020,P0062,no customer id,2,127.75,15,255.5,217.17,Cash 
TXN0019261,10/9/2025 15:43,S019,P0002,LC001113,10,81.75,15,817.5,694.88,G-Cash
TXN0003569,3/7/2025 14:00,S002,P0090,LC001114,6,72.5,10,435,391.5,G-Cash
TXN0029181,7/14/2024 0:00,S002,P0027,no customer id,2,41.75,0,83.5,83.5,G-Cash
TXN0045306,5/29/2025 15:34,S006,P0034,LC005495,8,26,0,208,208,Card
TXN0009161,10/13/2025 11:56,S020,P0086,LC002216,8,68.5,0,548,548,Cash 
TXN0029852,1/20/2025 19:19,S016,P0017,LC003142,2,21.75,0,43.5,43.5,Cash
TXN0043579,10/11/2024 10:35,S016,P0055,no customer id,3,56,0,168,168,Cash
TXN0010568,9/22/2025 0:00,S015,P0005,no customer id,2,56.75,0,113.5,113.5,Card
TXN0004452,7/2/2025 0:00,S016,P0004,no customer id,2,58.75,0,117.5,117.5,Cash
TXN0018836,3/8/2024 0:00,S013,P0029,no customer id,4,26.5,0,106,106,Cash
TXN0040088,10/27/2025 20:49,S016,P0025,LC003217,1,55.75,0,55.75,55.75,Cash 
TXN0010043,7/10/2024 0:00,S014,P0076,LC002690,1,98.5,0,98.5,98.5,Cash 
TXN0025473,4/19/2024 0:00,S001,P0046,LC001197,2,51.5,0,103,103,Cash
TXN0012408,9/13/2025 0:00,S018,P0056,LC005066,2,116.75,0,233.5,233.5,Gcash
TXN0005884,3/5/2024 12:12,S003,P0049,LC001644,8,82.5,0,660,660,Cash 
TXN0041356,8/8/2025 0:00,S020,P0027,LC004380,8,41.75,0,334,334,G-Cash
TXN0016019,7/11/2024 15:30,S014,P0074,LC000265,2,46.5,5,93,88.35,Gcash
TXN0042312,5/31/2024 10:34,S024,P0060,LC005675,1,63.75,5,63.75,60.56,Cash
TXN0030828,9/4/2025 18:14,S005,P0002,LC001216,12,81.75,0,981,981,Cash
TXN0028543,9/3/2024 14:51,S019,P0025,LC004017,4,55.75,0,223,223,Cash
TXN0002841,10/20/2025 18:57,S004,P0114,LC005670,2,235.25,10,470.5,423.45,Gcash
TXN0046383,10/28/2024 17:59,S014,P0052,LC005469,12,65.25,10,783,704.7,Cash
TXN0046422,11/23/2024 0:00,S010,P0031,LC002745,1,255,0,255,255,Cash
TXN0041292,3/6/2024 0:00,S015,P0005,LC003567,3,56.75,0,170.25,170.25,Maya
TXN0041150,1/22/2024 0:00,S014,P0084,LC004299,2,203.5,15,407,345.95,Card
TXN0008569,1/22/2024 11:54,S020,P0065,no customer id,4,56.25,5,225,213.75,G-Cash
TXN0009676,11/10/2025 0:00,S014,P0018,no customer id,12,50,15,600,510,Gcash
TXN0033442,7/21/2025 16:21,S013,P0042,no customer id,3,290,0,870,870,Cash
TXN0023448,6/1/2024 0:00,S009,P0014,LC005071,3,49.75,0,149.25,149.25,Cash
TXN0012293,9/23/2024 15:16,S018,P0079,no customer id,106,215.25,0,22816.5,22816.5,G-Cash
TXN0034799,11/14/2024 18:16,S016,P0078,LC000927,1,117.5,5,117.5,111.62,Gcash
TXN0005660,12/28/2024 9:38,S016,P0075,no customer id,1,94.25,0,94.25,94.25,Cash 
TXN0035655,7/1/2025 16:23,S018,P0114,LC004378,2,235.25,0,470.5,470.5,Cash
TXN0006367,9/12/2024 0:00,S014,P0074,LC001080,1,46.5,0,46.5,46.5,G-Cash
TXN0026566,12/7/2024 0:00,S019,P0033,LC002055,1,169.75,0,169.75,169.75,Gcash
TXN0017259,12/28/2025 15:18,S015,P0065,LC005019,2,56.25,0,112.5,112.5,Cash
TXN0043267,11/24/2024 10:57,S021,P0120,LC002347,2,216.75,15,433.5,368.47,Paymaya
TXN0046472,4/1/2025 20:47,S004,P0020,LC000452,10,45.25,5,452.5,429.88,Gcash
TXN0015272,1/16/2025 13:23,S016,P0109,LC003167,12,225.5,0,2706,2706,Gcash
TXN0021131,6/13/2025 7:28,S016,P0020,LC004529,1,45.25,20,45.25,36.2,Cash
TXN0020311,1/22/2025 12:35,S016,P0067,LC002986,4,25,0,100,100,Cash
TXN0004763,6/14/2025 0:00,S007,P0028,LC004691,1,10,0,10,10,G-Cash
TXN0017114,6/1/2025 14:24,S024,P0001,LC003577,2,74.75,0,149.5,149.5,Card
TXN0006405,9/19/2024 0:00,S014,P0091,no customer id,1,193.25,0,193.25,193.25,Credit Card
TXN0024042,8/9/2024 19:18,S001,P0068,no customer id,2,39.5,5,79,75.05,Gcash
TXN0033067,7/1/2025 0:00,S010,P0082,LC004487,10,34.5,0,345,345,Cash 
TXN0027386,10/8/2025 7:48,S023,P0084,LC005653,12,203.5,5,2442,2319.9,Cash 
TXN0031512,3/14/2024 7:42,S008,P0046,no customer id,6,51.5,0,309,309,Card
TXN0040503,7/10/2024 0:00,S014,P0088,LC002975,8,140,20,1120,896,Gcash
TXN0019372,2/3/2025 8:43,S010,P0029,no customer id,5,26.5,0,132.5,132.5,G-Cash
TXN0012411,6/19/2025 0:00,S003,P0041,LC000492,4,206.5,0,826,826,Gcash
TXN0000121,1/22/2025 14:30,S015,P0052,LC004653,2,65.25,0,130.5,130.5,Gcash
TXN0041612,5/31/2025 0:00,S003,P0082,LC005788,5,34.5,0,172.5,172.5,Cash
TXN0044891,8/25/2025 13:32,S019,P0086,LC004709,104,68.5,10,7124,6411.6,Cash 
TXN0011050,9/3/2025 0:00,S020,P0058,LC003576,12,125.25,0,1503,1503,Cash
TXN0032245,8/18/2024 20:23,S010,P0046,LC002551,2,51.5,5,103,97.85,Cash
TXN0003765,11/4/2024 18:38,S009,P0074,no customer id,1,46.5,0,46.5,46.5,Cash
TXN0004456,5/15/2024 8:21,S010,P0018,LC003551,8,50,0,400,400,Gcash
TXN0025864,12/14/2024 15:24,S009,P0062,LC000944,2,127.75,0,255.5,255.5,Gcash
TXN0049489,12/29/2024 0:00,S018,P0093,LC000312,4,218.25,0,873,873,Gcash
TXN0002917,12/30/2024 16:41,S021,P0023,LC001856,3,29.75,0,89.25,89.25,Cash 
TXN0007693,7/18/2025 8:30,S002,P0084,no customer id,2,203.5,0,407,407,Gcash
TXN0041944,4/4/2024 12:19,S023,P0043,LC001893,12,308,0,3696,3696,Gcash
TXN0037933,12/11/2025 0:00,S001,P0039,LC000099,8,61.75,0,494,494,Cash
TXN0007836,1/12/2025 0:00,S019,P0022,LC003070,12,32.25,5,387,367.65,Gcash
TXN0042710,9/7/2025 0:00,S004,P0048,no customer id,2,120,0,240,240,Cash
TXN0044480,11/30/2025 10:15,S019,P0029,LC001292,2,26.5,5,53,50.35,Gcash
TXN0015780,8/29/2024 14:21,S001,P0080,LC001678,3,124.75,5,374.25,355.54,Gcash
TXN0040515,11/30/2025 0:00,S003,P0030,LC003899,12,42.25,0,507,507,Cash
TXN0039010,8/14/2024 0:00,S005,P0029,LC004383,3,26.5,5,79.5,75.52,Gcash
TXN0027654,4/13/2025 20:29,S020,P0009,LC002225,6,72.75,0,436.5,436.5,Card
TXN0009505,1/1/2024 8:11,S015,P0057,LC004209,10,114.5,0,1145,1145,Cash 
TXN0002182,10/28/2025 15:36,S018,P0023,LC004857,2,29.75,0,59.5,59.5,Cash
TXN0009072,8/8/2024 17:09,S016,P0046,no customer id,6,51.5,0,309,309,Maya
TXN0001572,5/27/2024 14:40,S006,P0069,LC001178,1,82.25,0,82.25,82.25,Cash 
TXN0005244,11/3/2025 21:35,S014,P0033,no customer id,2,169.75,0,339.5,339.5,Maya
TXN0020453,3/4/2025 0:00,S020,P0021,LC001902,2,40.5,0,81,81,Gcash
TXN0024567,9/17/2024 13:21,S008,P0047,LC001568,1,39.25,0,39.25,39.25,Cash 
TXN0002423,11/29/2024 0:00,S008,P0044,LC004208,3,263.75,0,791.25,791.25,G-Cash
TXN0034716,12/29/2024 8:52,S002,P0010,no customer id,5,24.5,0,122.5,122.5,Gcash
TXN0045781,5/17/2025 17:40,S004,P0017,LC001156,12,21.75,20,261,208.8,Cash
TXN0002178,11/21/2025 11:36,S012,P0108,LC000467,3,55.75,0,167.25,167.25,Gcash
TXN0044259,12/16/2024 12:58,S024,P0064,no customer id,1,116.25,15,116.25,98.81,Cash
TXN0048199,12/23/2024 0:00,S003,P0034,LC005527,10,26,0,260,260,Gcash
TXN0001960,4/11/2024 15:00,S013,P0058,LC003996,4,125.25,0,501,501,Card
TXN0039022,6/7/2024 10:24,S016,P0098,LC004092,12,105,0,1260,1260,Cash
TXN0017276,11/19/2025 12:20,S011,P0105,LC001309,10,50,0,500,500,Gcash
TXN0021689,11/3/2025 0:00,S020,P0081,LC001985,2,57.75,15,115.5,98.17,Cash
TXN0038287,9/12/2025 0:00,S024,P0106,no customer id,1,257,0,257,257,Cash 
